verbose name,date,count_in
Sensor 13 - The Ian Potter Queen's Hall L3/West Link State Library Victoria,2022-06-10,411
Sensor 13 - The Ian Potter Queen's Hall L3/West Link State Library Victoria,2022-06-11,548
Sensor 13 - The Ian Potter Queen's Hall L3/West Link State Library Victoria,2022-06-12,652
Sensor 14 - West Link L3/Dome L3 State Library Victoria,2022-06-06,908
Sensor 14 - West Link L3/Dome L3 State Library Victoria,2022-06-07,835
Sensor 14 - West Link L3/Dome L3 State Library Victoria,2022-06-08,903
Sensor 14 - West Link L3/Dome L3 State Library Victoria,2022-06-09,1314
Sensor 14 - West Link L3/Dome L3 State Library Victoria,2022-06-10,851
Sensor 14 - West Link L3/Dome L3 State Library Victoria,2022-06-11,1217
Sensor 14 - West Link L3/Dome L3 State Library Victoria,2022-06-12,1336
Sensor 15.1 - Left Stairs Cowen Gallery/East Link State Library Victoria,2022-06-06,1082
Sensor 15.1 - Left Stairs Cowen Gallery/East Link State Library Victoria,2022-06-07,1023
Sensor 15.1 - Left Stairs Cowen Gallery/East Link State Library Victoria,2022-06-08,1113
Sensor 15.1 - Left Stairs Cowen Gallery/East Link State Library Victoria,2022-06-09,960
Sensor 15.1 - Left Stairs Cowen Gallery/East Link State Library Victoria,2022-06-10,1212
Sensor 15.1 - Left Stairs Cowen Gallery/East Link State Library Victoria,2022-06-11,1507
Sensor 15.1 - Left Stairs Cowen Gallery/East Link State Library Victoria,2022-06-12,1464
Sensor 15.2 - Right Stairs Cowen Gallery/East Link State Library Victoria,2022-06-06,699
Sensor 15.2 - Right Stairs Cowen Gallery/East Link State Library Victoria,2022-06-07,804
Sensor 15.2 - Right Stairs Cowen Gallery/East Link State Library Victoria,2022-06-08,820
Sensor 15.2 - Right Stairs Cowen Gallery/East Link State Library Victoria,2022-06-09,1088
Sensor 15.2 - Right Stairs Cowen Gallery/East Link State Library Victoria,2022-06-10,806
Sensor 15.2 - Right Stairs Cowen Gallery/East Link State Library Victoria,2022-06-11,1101
Sensor 15.2 - Right Stairs Cowen Gallery/East Link State Library Victoria,2022-06-12,1350
Sensor 15.3 - Lifts Cowen Gallery/East Link State Library Victoria,2022-06-06,173
Sensor 15.3 - Lifts Cowen Gallery/East Link State Library Victoria,2022-06-07,261
Sensor 15.3 - Lifts Cowen Gallery/East Link State Library Victoria,2022-06-08,200
Sensor 15.3 - Lifts Cowen Gallery/East Link State Library Victoria,2022-06-09,223
Sensor 15.3 - Lifts Cowen Gallery/East Link State Library Victoria,2022-06-10,214
Sensor 15.3 - Lifts Cowen Gallery/East Link State Library Victoria,2022-06-11,274
Sensor 15.3 - Lifts Cowen Gallery/East Link State Library Victoria,2022-06-12,301
Sensor 16 - Cowen Gallery/North Rotunda State Library Victoria,2022-06-06,23
Sensor 16 - Cowen Gallery/North Rotunda State Library Victoria,2022-06-07,17
Sensor 16 - Cowen Gallery/North Rotunda State Library Victoria,2022-06-08,7
Sensor 16 - Cowen Gallery/North Rotunda State Library Victoria,2022-06-09,12
Sensor 16 - Cowen Gallery/North Rotunda State Library Victoria,2022-06-10,31
Sensor 16 - Cowen Gallery/North Rotunda State Library Victoria,2022-06-11,12
Sensor 16 - Cowen Gallery/North Rotunda State Library Victoria,2022-06-12,8
Sensor 17 - North Rotunda/Victoria Gallery State Library Victoria,2022-06-06,70
Sensor 17 - North Rotunda/Victoria Gallery State Library Victoria,2022-06-07,79
Sensor 17 - North Rotunda/Victoria Gallery State Library Victoria,2022-06-08,48
Sensor 17 - North Rotunda/Victoria Gallery State Library Victoria,2022-06-09,38
Sensor 17 - North Rotunda/Victoria Gallery State Library Victoria,2022-06-10,139
Sensor 17 - North Rotunda/Victoria Gallery State Library Victoria,2022-06-11,0
Sensor 17 - North Rotunda/Victoria Gallery State Library Victoria,2022-06-12,3
Sensor 18 - Victoria Gallery/NEW State Library Victoria,2022-06-06,11
Sensor 18 - Victoria Gallery/NEW State Library Victoria,2022-06-07,2
Sensor 18 - Victoria Gallery/NEW State Library Victoria,2022-06-08,14
Sensor 18 - Victoria Gallery/NEW State Library Victoria,2022-06-09,0
Sensor 18 - Victoria Gallery/NEW State Library Victoria,2022-06-10,13
Sensor 18 - Victoria Gallery/NEW State Library Victoria,2022-06-11,0
Sensor 18 - Victoria Gallery/NEW State Library Victoria,2022-06-12,0
Sensor 19 - Cowen Gallery/South Rotunda State Library Victoria,2022-06-06,364
Sensor 19 - Cowen Gallery/South Rotunda State Library Victoria,2022-06-07,571
Sensor 19 - Cowen Gallery/South Rotunda State Library Victoria,2022-06-08,356
Sensor 19 - Cowen Gallery/South Rotunda State Library Victoria,2022-06-09,465
Sensor 19 - Cowen Gallery/South Rotunda State Library Victoria,2022-06-10,604
Sensor 19 - Cowen Gallery/South Rotunda State Library Victoria,2022-06-11,934
Sensor 19 - Cowen Gallery/South Rotunda State Library Victoria,2022-06-12,1043
Sensor 2 - Hansen Hall/Tulk 2 State Library Victoria,2022-06-06,394
Sensor 2 - Hansen Hall/Tulk 2 State Library Victoria,2022-06-07,336
Sensor 2 - Hansen Hall/Tulk 2 State Library Victoria,2022-06-08,386
Sensor 2 - Hansen Hall/Tulk 2 State Library Victoria,2022-06-09,459
Sensor 2 - Hansen Hall/Tulk 2 State Library Victoria,2022-06-10,325
Sensor 2 - Hansen Hall/Tulk 2 State Library Victoria,2022-06-11,373
Sensor 2 - Hansen Hall/Tulk 2 State Library Victoria,2022-06-12,429
Sensor 20 - South Rotunda/Macarthur State Library Victoria,2022-06-06,176
Sensor 20 - South Rotunda/Macarthur State Library Victoria,2022-06-07,136
Sensor 20 - South Rotunda/Macarthur State Library Victoria,2022-06-08,144
Sensor 20 - South Rotunda/Macarthur State Library Victoria,2022-06-09,153
Sensor 20 - South Rotunda/Macarthur State Library Victoria,2022-06-10,273
Sensor 20 - South Rotunda/Macarthur State Library Victoria,2022-06-11,332
Sensor 20 - South Rotunda/Macarthur State Library Victoria,2022-06-12,301
Sensor 21 - Cowen Gallery/Redmond Barry State Library Victoria,2022-06-06,1513
Sensor 21 - Cowen Gallery/Redmond Barry State Library Victoria,2022-06-07,1394
Sensor 21 - Cowen Gallery/Redmond Barry State Library Victoria,2022-06-08,1616
Sensor 21 - Cowen Gallery/Redmond Barry State Library Victoria,2022-06-09,1409
Sensor 21 - Cowen Gallery/Redmond Barry State Library Victoria,2022-06-10,1653
Sensor 21 - Cowen Gallery/Redmond Barry State Library Victoria,2022-06-11,2245
Sensor 21 - Cowen Gallery/Redmond Barry State Library Victoria,2022-06-12,2357
Sensor 22 - Macarthur/Redmond Barry State Library Victoria,2022-06-06,269
Sensor 22 - Macarthur/Redmond Barry State Library Victoria,2022-06-07,267
Sensor 22 - Macarthur/Redmond Barry State Library Victoria,2022-06-08,313
Sensor 22 - Macarthur/Redmond Barry State Library Victoria,2022-06-09,283
Sensor 22 - Macarthur/Redmond Barry State Library Victoria,2022-06-10,269
Sensor 22 - Macarthur/Redmond Barry State Library Victoria,2022-06-11,354
Sensor 22 - Macarthur/Redmond Barry State Library Victoria,2022-06-12,392
Sensor 24 - Swinburne/Macarthur State Library Victoria,2022-06-06,127
Sensor 24 - Swinburne/Macarthur State Library Victoria,2022-06-07,114
Sensor 24 - Swinburne/Macarthur State Library Victoria,2022-06-08,151
Sensor 24 - Swinburne/Macarthur State Library Victoria,2022-06-09,125
Sensor 24 - Swinburne/Macarthur State Library Victoria,2022-06-10,133
Sensor 24 - Swinburne/Macarthur State Library Victoria,2022-06-11,212
Sensor 24 - Swinburne/Macarthur State Library Victoria,2022-06-12,222
Sensor 25 - Russell St/Redmond Barry State Library Victoria,2022-06-06,391
Sensor 25 - Russell St/Redmond Barry State Library Victoria,2022-06-07,335
Sensor 25 - Russell St/Redmond Barry State Library Victoria,2022-06-08,421
Sensor 25 - Russell St/Redmond Barry State Library Victoria,2022-06-09,720
Sensor 25 - Russell St/Redmond Barry State Library Victoria,2022-06-10,334
Sensor 25 - Russell St/Redmond Barry State Library Victoria,2022-06-11,448
Sensor 25 - Russell St/Redmond Barry State Library Victoria,2022-06-12,498
Sensor 26 - Russell St/Redmond Barry State Library Victoria,2022-06-06,234
Sensor 26 - Russell St/Redmond Barry State Library Victoria,2022-06-07,270
Sensor 26 - Russell St/Redmond Barry State Library Victoria,2022-06-08,242
Sensor 26 - Russell St/Redmond Barry State Library Victoria,2022-06-09,174
Sensor 26 - Russell St/Redmond Barry State Library Victoria,2022-06-10,218
Sensor 26 - Russell St/Redmond Barry State Library Victoria,2022-06-11,279
Sensor 26 - Russell St/Redmond Barry State Library Victoria,2022-06-12,268
Sensor 27 - Russell St Entry 6 State Library Victoria,2022-06-06,274
Sensor 27 - Russell St Entry 6 State Library Victoria,2022-06-07,238
Sensor 27 - Russell St Entry 6 State Library Victoria,2022-06-08,304
Sensor 27 - Russell St Entry 6 State Library Victoria,2022-06-09,232
Sensor 27 - Russell St Entry 6 State Library Victoria,2022-06-10,226
Sensor 27 - Russell St Entry 6 State Library Victoria,2022-06-11,356
Sensor 27 - Russell St Entry 6 State Library Victoria,2022-06-12,361
Sensor 28 - Latrobe St Entry 5 State Library Victoria,2022-06-06,150
Sensor 28 - Latrobe St Entry 5 State Library Victoria,2022-06-07,133
Sensor 28 - Latrobe St Entry 5 State Library Victoria,2022-06-08,171
Sensor 28 - Latrobe St Entry 5 State Library Victoria,2022-06-09,153
Sensor 28 - Latrobe St Entry 5 State Library Victoria,2022-06-10,162
Sensor 28 - Latrobe St Entry 5 State Library Victoria,2022-06-11,220
Sensor 28 - Latrobe St Entry 5 State Library Victoria,2022-06-12,230
Sensor 29 - The Ian Potter Queen's Hall L4 lift front State Library Victoria,2022-06-06,29
Sensor 29 - The Ian Potter Queen's Hall L4 lift front State Library Victoria,2022-06-07,25
Sensor 29 - The Ian Potter Queen's Hall L4 lift front State Library Victoria,2022-06-08,24
Sensor 29 - The Ian Potter Queen's Hall L4 lift front State Library Victoria,2022-06-09,25
Sensor 29 - The Ian Potter Queen's Hall L4 lift front State Library Victoria,2022-06-10,27
Sensor 29 - The Ian Potter Queen's Hall L4 lift front State Library Victoria,2022-06-11,35
Sensor 29 - The Ian Potter Queen's Hall L4 lift front State Library Victoria,2022-06-12,42
Sensor 29b - The Ian Potter Queens Hall L4 Lift Rear State Library Victoria,2022-06-06,22
Sensor 29b - The Ian Potter Queens Hall L4 Lift Rear State Library Victoria,2022-06-07,32
Sensor 29b - The Ian Potter Queens Hall L4 Lift Rear State Library Victoria,2022-06-08,26
Sensor 29b - The Ian Potter Queens Hall L4 Lift Rear State Library Victoria,2022-06-09,37
Sensor 29b - The Ian Potter Queens Hall L4 Lift Rear State Library Victoria,2022-06-10,32
Sensor 29b - The Ian Potter Queens Hall L4 Lift Rear State Library Victoria,2022-06-11,39
Sensor 29b - The Ian Potter Queens Hall L4 Lift Rear State Library Victoria,2022-06-12,33
Sensor 2b - La Trobe St Tulk Cafe Entry 2 State Library Victoria,2022-06-06,887
Sensor 2b - La Trobe St Tulk Cafe Entry 2 State Library Victoria,2022-06-07,764
Sensor 2b - La Trobe St Tulk Cafe Entry 2 State Library Victoria,2022-06-08,1039
Sensor 2b - La Trobe St Tulk Cafe Entry 2 State Library Victoria,2022-06-09,858
Sensor 2b - La Trobe St Tulk Cafe Entry 2 State Library Victoria,2022-06-10,851
Sensor 2b - La Trobe St Tulk Cafe Entry 2 State Library Victoria,2022-06-11,1139
Sensor 2b - La Trobe St Tulk Cafe Entry 2 State Library Victoria,2022-06-12,1114
Sensor 3 Swanston St foyer/Hansen Hall State Library Victoria,2022-06-06,555
Sensor 3 Swanston St foyer/Hansen Hall State Library Victoria,2022-06-07,561
Sensor 3 Swanston St foyer/Hansen Hall State Library Victoria,2022-06-08,527
Sensor 3 Swanston St foyer/Hansen Hall State Library Victoria,2022-06-09,479
Sensor 3 Swanston St foyer/Hansen Hall State Library Victoria,2022-06-10,510
Sensor 3 Swanston St foyer/Hansen Hall State Library Victoria,2022-06-11,653
Sensor 3 Swanston St foyer/Hansen Hall State Library Victoria,2022-06-12,657
Sensor 30 The Ian Potter Queen's Hall L4 stairs State Library Victoria,2022-06-06,137
Sensor 30 The Ian Potter Queen's Hall L4 stairs State Library Victoria,2022-06-07,141
Sensor 30 The Ian Potter Queen's Hall L4 stairs State Library Victoria,2022-06-08,165
Sensor 30 The Ian Potter Queen's Hall L4 stairs State Library Victoria,2022-06-09,127
Sensor 30 The Ian Potter Queen's Hall L4 stairs State Library Victoria,2022-06-10,93
Sensor 30 The Ian Potter Queen's Hall L4 stairs State Library Victoria,2022-06-11,172
Sensor 30 The Ian Potter Queen's Hall L4 stairs State Library Victoria,2022-06-12,201
Sensor 4 Swanston St foyer/KMG State Library Victoria,2022-06-06,2
Sensor 4 Swanston St foyer/KMG State Library Victoria,2022-06-07,1
Sensor 4 Swanston St foyer/KMG State Library Victoria,2022-06-08,1
Sensor 4 Swanston St foyer/KMG State Library Victoria,2022-06-09,20
Sensor 4 Swanston St foyer/KMG State Library Victoria,2022-06-10,9
Sensor 4 Swanston St foyer/KMG State Library Victoria,2022-06-11,1
Sensor 4 Swanston St foyer/KMG State Library Victoria,2022-06-12,0
Sensor 5 West Link L2/Information Centre State Library Victoria,2022-06-06,2687
Sensor 5 West Link L2/Information Centre State Library Victoria,2022-06-07,2592
Sensor 5 West Link L2/Information Centre State Library Victoria,2022-06-08,2596
Sensor 5 West Link L2/Information Centre State Library Victoria,2022-06-09,2537
Sensor 5 West Link L2/Information Centre State Library Victoria,2022-06-10,2830
Sensor 5 West Link L2/Information Centre State Library Victoria,2022-06-11,3652
Sensor 5 West Link L2/Information Centre State Library Victoria,2022-06-12,3915
Sensor 6.1 Conversation Quarter State Library Victoria,2022-06-06,0
Sensor 6.1 Conversation Quarter State Library Victoria,2022-06-07,84
Sensor 6.1 Conversation Quarter State Library Victoria,2022-06-08,4
Sensor 6.1 Conversation Quarter State Library Victoria,2022-06-09,4
Sensor 6.1 Conversation Quarter State Library Victoria,2022-06-10,0
Sensor 6.1 Conversation Quarter State Library Victoria,2022-06-11,9
Sensor 6.1 Conversation Quarter State Library Victoria,2022-06-12,8
Sensor 6.2 Conversation Quarter State Library Victoria,2022-06-06,3
Sensor 6.2 Conversation Quarter State Library Victoria,2022-06-07,44
Sensor 6.2 Conversation Quarter State Library Victoria,2022-06-08,5
Sensor 6.2 Conversation Quarter State Library Victoria,2022-06-09,3
Sensor 6.2 Conversation Quarter State Library Victoria,2022-06-10,7
Sensor 6.2 Conversation Quarter State Library Victoria,2022-06-11,16
Sensor 6.2 Conversation Quarter State Library Victoria,2022-06-12,2
Sensor 7.1 Ideas Quarter State Library Victoria,2022-06-06,46
Sensor 7.1 Ideas Quarter State Library Victoria,2022-06-07,44
Sensor 7.1 Ideas Quarter State Library Victoria,2022-06-08,47
Sensor 7.1 Ideas Quarter State Library Victoria,2022-06-09,84
Sensor 7.1 Ideas Quarter State Library Victoria,2022-06-10,30
Sensor 7.1 Ideas Quarter State Library Victoria,2022-06-11,25
Sensor 7.1 Ideas Quarter State Library Victoria,2022-06-12,10
Sensor 7.2 Ideas Quarter State Library Victoria,2022-06-06,2
Sensor 7.2 Ideas Quarter State Library Victoria,2022-06-07,2
Sensor 7.2 Ideas Quarter State Library Victoria,2022-06-08,2
Sensor 7.2 Ideas Quarter State Library Victoria,2022-06-09,74
Sensor 7.2 Ideas Quarter State Library Victoria,2022-06-10,0
Sensor 7.2 Ideas Quarter State Library Victoria,2022-06-11,1
Sensor 7.2 Ideas Quarter State Library Victoria,2022-06-12,5
Sensor 7a East Link L3/StartSpace State Library Victoria,2022-06-06,231
Sensor 7a East Link L3/StartSpace State Library Victoria,2022-06-07,215
Sensor 7a East Link L3/StartSpace State Library Victoria,2022-06-08,267
Sensor 7a East Link L3/StartSpace State Library Victoria,2022-06-09,236
Sensor 7a East Link L3/StartSpace State Library Victoria,2022-06-10,227
Sensor 7a East Link L3/StartSpace State Library Victoria,2022-06-11,235
Sensor 7a East Link L3/StartSpace State Library Victoria,2022-06-12,299
Sensor 7b East Link L3/Study Space State Library Victoria,2022-06-06,27
Sensor 7b East Link L3/Study Space State Library Victoria,2022-06-07,4
Sensor 7b East Link L3/Study Space State Library Victoria,2022-06-08,13
Sensor 7b East Link L3/Study Space State Library Victoria,2022-06-09,4
Sensor 7b East Link L3/Study Space State Library Victoria,2022-06-10,6
Sensor 7b East Link L3/Study Space State Library Victoria,2022-06-11,5
Sensor 7b East Link L3/Study Space State Library Victoria,2022-06-12,12
Sensor 8.1 Create Quarter State Library Victoria,2022-06-06,384
Sensor 8.1 Create Quarter State Library Victoria,2022-06-07,305
Sensor 8.1 Create Quarter State Library Victoria,2022-06-08,244
Sensor 8.1 Create Quarter State Library Victoria,2022-06-09,609
Sensor 8.1 Create Quarter State Library Victoria,2022-06-10,617
Sensor 8.1 Create Quarter State Library Victoria,2022-06-11,542
Sensor 8.1 Create Quarter State Library Victoria,2022-06-12,699
Sensor 8.2 Create Quarter State Library Victoria,2022-06-06,172
Sensor 8.2 Create Quarter State Library Victoria,2022-06-07,131
Sensor 8.2 Create Quarter State Library Victoria,2022-06-08,0
Sensor 8.2 Create Quarter State Library Victoria,2022-06-09,163
Sensor 8.2 Create Quarter State Library Victoria,2022-06-10,0
Sensor 8.2 Create Quarter State Library Victoria,2022-06-11,448
Sensor 8.2 Create Quarter State Library Victoria,2022-06-12,378
Sensor 9.1 Children's Quarter State Library Victoria,2022-06-06,95
Sensor 9.1 Children's Quarter State Library Victoria,2022-06-07,358
Sensor 9.1 Children's Quarter State Library Victoria,2022-06-08,101
Sensor 9.1 Children's Quarter State Library Victoria,2022-06-09,125
Sensor 9.1 Children's Quarter State Library Victoria,2022-06-10,131
Sensor 9.1 Children's Quarter State Library Victoria,2022-06-11,353
Sensor 9.1 Children's Quarter State Library Victoria,2022-06-12,432
Sensor 9.2 Children's Quarter State Library Victoria,2022-06-06,208
Sensor 9.2 Children's Quarter State Library Victoria,2022-06-07,341
Sensor 9.2 Children's Quarter State Library Victoria,2022-06-08,228
Sensor 9.2 Children's Quarter State Library Victoria,2022-06-09,218
Sensor 9.2 Children's Quarter State Library Victoria,2022-06-10,168
Sensor 9.2 Children's Quarter State Library Victoria,2022-06-11,452
Sensor 9.2 Children's Quarter State Library Victoria,2022-06-12,559
Sensor- North rotunda - Staff State Library Victoria,2022-06-06,0
Sensor- North rotunda - Staff State Library Victoria,2022-06-07,0
Sensor- North rotunda - Staff State Library Victoria,2022-06-08,0
Sensor- North rotunda - Staff State Library Victoria,2022-06-09,0
Sensor- North rotunda - Staff State Library Victoria,2022-06-10,0
Sensor- North rotunda - Staff State Library Victoria,2022-06-11,0
Sensor- North rotunda - Staff State Library Victoria,2022-06-12,0
TIC 00:b0:9d:24:47:6e State Library Victoria,2022-06-06,2687
TIC 00:b0:9d:24:47:6e State Library Victoria,2022-06-07,2592
TIC 00:b0:9d:24:47:6e State Library Victoria,2022-06-08,2596
TIC 00:b0:9d:24:47:6e State Library Victoria,2022-06-09,2537
TIC 00:b0:9d:24:47:6e State Library Victoria,2022-06-10,2830
TIC 00:b0:9d:24:47:6e State Library Victoria,2022-06-11,3652
TIC 00:b0:9d:24:47:6e State Library Victoria,2022-06-12,3915
TIC 00:b0:9d:24:47:6f State Library Victoria,2022-06-06,2
TIC 00:b0:9d:24:47:6f State Library Victoria,2022-06-07,20
TIC 00:b0:9d:24:47:6f State Library Victoria,2022-06-08,9
TIC 00:b0:9d:24:47:6f State Library Victoria,2022-06-09,6
TIC 00:b0:9d:24:47:6f State Library Victoria,2022-06-10,17
TIC 00:b0:9d:24:47:6f State Library Victoria,2022-06-11,18
TIC 00:b0:9d:24:47:6f State Library Victoria,2022-06-12,17
TIC 00:b0:9d:24:47:71 State Library Victoria,2022-06-06,198
TIC 00:b0:9d:24:47:71 State Library Victoria,2022-06-07,163
TIC 00:b0:9d:24:47:71 State Library Victoria,2022-06-08,0
TIC 00:b0:9d:24:47:71 State Library Victoria,2022-06-09,225
TIC 00:b0:9d:24:47:71 State Library Victoria,2022-06-10,1
TIC 00:b0:9d:24:47:71 State Library Victoria,2022-06-11,470
TIC 00:b0:9d:24:47:71 State Library Victoria,2022-06-12,521
TIC 00:b0:9d:24:47:91 State Library Victoria,2022-06-06,113
TIC 00:b0:9d:24:47:91 State Library Victoria,2022-06-07,232
TIC 00:b0:9d:24:47:91 State Library Victoria,2022-06-08,83
TIC 00:b0:9d:24:47:91 State Library Victoria,2022-06-09,82
TIC 00:b0:9d:24:47:91 State Library Victoria,2022-06-10,83
TIC 00:b0:9d:24:47:91 State Library Victoria,2022-06-11,233
TIC 00:b0:9d:24:47:91 State Library Victoria,2022-06-12,256
TIC 00:b0:9d:24:47:99 State Library Victoria,2022-06-06,516
TIC 00:b0:9d:24:47:99 State Library Victoria,2022-06-07,519
TIC 00:b0:9d:24:47:99 State Library Victoria,2022-06-08,590
TIC 00:b0:9d:24:47:99 State Library Victoria,2022-06-09,505
TIC 00:b0:9d:24:47:99 State Library Victoria,2022-06-10,538
TIC 00:b0:9d:24:47:99 State Library Victoria,2022-06-11,622
TIC 00:b0:9d:24:47:99 State Library Victoria,2022-06-12,625
TIC 00:b0:9d:24:47:b0 State Library Victoria,2022-06-06,127
TIC 00:b0:9d:24:47:b0 State Library Victoria,2022-06-07,234
TIC 00:b0:9d:24:47:b0 State Library Victoria,2022-06-08,205
TIC 00:b0:9d:24:47:b0 State Library Victoria,2022-06-09,205
TIC 00:b0:9d:24:47:b0 State Library Victoria,2022-06-10,183
TIC 00:b0:9d:24:47:b0 State Library Victoria,2022-06-11,154
TIC 00:b0:9d:24:47:b0 State Library Victoria,2022-06-12,103
TIC 00:b0:9d:24:47:b1 State Library Victoria,2022-06-06,286
TIC 00:b0:9d:24:47:b1 State Library Victoria,2022-06-07,251
TIC 00:b0:9d:24:47:b1 State Library Victoria,2022-06-08,247
TIC 00:b0:9d:24:47:b1 State Library Victoria,2022-06-09,549
TIC 00:b0:9d:24:47:b1 State Library Victoria,2022-06-10,611
TIC 00:b0:9d:24:47:b1 State Library Victoria,2022-06-11,510
TIC 00:b0:9d:24:47:b1 State Library Victoria,2022-06-12,599
TIC 00:b0:9d:24:47:bc State Library Victoria,2022-06-06,204
TIC 00:b0:9d:24:47:bc State Library Victoria,2022-06-07,489
TIC 00:b0:9d:24:47:bc State Library Victoria,2022-06-08,264
TIC 00:b0:9d:24:47:bc State Library Victoria,2022-06-09,298
TIC 00:b0:9d:24:47:bc State Library Victoria,2022-06-10,238
TIC 00:b0:9d:24:47:bc State Library Victoria,2022-06-11,605
TIC 00:b0:9d:24:47:bc State Library Victoria,2022-06-12,798
TIC 00:b0:9d:24:47:bd State Library Victoria,2022-06-06,533
TIC 00:b0:9d:24:47:bd State Library Victoria,2022-06-07,517
TIC 00:b0:9d:24:47:bd State Library Victoria,2022-06-08,571
TIC 00:b0:9d:24:47:bd State Library Victoria,2022-06-09,680
TIC 00:b0:9d:24:47:bd State Library Victoria,2022-06-10,650
TIC 00:b0:9d:24:47:bd State Library Victoria,2022-06-11,878
TIC 00:b0:9d:24:47:bd State Library Victoria,2022-06-12,919
TIC 00:b0:9d:24:47:c6 State Library Victoria,2022-06-06,862
TIC 00:b0:9d:24:47:c6 State Library Victoria,2022-06-07,976
TIC 00:b0:9d:24:47:c6 State Library Victoria,2022-06-08,930
TIC 00:b0:9d:24:47:c6 State Library Victoria,2022-06-09,927
TIC 00:b0:9d:24:47:c6 State Library Victoria,2022-06-10,915
TIC 00:b0:9d:24:47:c6 State Library Victoria,2022-06-11,1220
TIC 00:b0:9d:24:47:c6 State Library Victoria,2022-06-12,1371
TIC 00:b0:9d:24:47:ec State Library Victoria,2022-06-06,3
TIC 00:b0:9d:24:47:ec State Library Victoria,2022-06-07,31
TIC 00:b0:9d:24:47:ec State Library Victoria,2022-06-08,2
TIC 00:b0:9d:24:47:ec State Library Victoria,2022-06-09,1
TIC 00:b0:9d:24:47:ec State Library Victoria,2022-06-10,1
TIC 00:b0:9d:24:47:ec State Library Victoria,2022-06-11,2
TIC 00:b0:9d:24:47:ec State Library Victoria,2022-06-12,0
TIC 00:b0:9d:25:74:18 State Library Victoria,2022-06-06,54
TIC 00:b0:9d:25:74:18 State Library Victoria,2022-06-07,53
TIC 00:b0:9d:25:74:18 State Library Victoria,2022-06-08,47
TIC 00:b0:9d:25:74:18 State Library Victoria,2022-06-09,92
TIC 00:b0:9d:25:74:18 State Library Victoria,2022-06-10,34
TIC 00:b0:9d:25:74:18 State Library Victoria,2022-06-11,27
TIC 00:b0:9d:25:74:18 State Library Victoria,2022-06-12,14
TIC 00:b0:9d:25:74:19 State Library Victoria,2022-06-06,2
TIC 00:b0:9d:25:74:19 State Library Victoria,2022-06-07,1
TIC 00:b0:9d:25:74:19 State Library Victoria,2022-06-08,0
TIC 00:b0:9d:25:74:19 State Library Victoria,2022-06-09,73
TIC 00:b0:9d:25:74:19 State Library Victoria,2022-06-10,1
TIC 00:b0:9d:25:74:19 State Library Victoria,2022-06-11,0
TIC 00:b0:9d:25:74:19 State Library Victoria,2022-06-12,2
Visitor Entry ( Security) State Library Victoria,2022-06-06,4151
Visitor Entry ( Security) State Library Victoria,2022-06-07,3900
Visitor Entry ( Security) State Library Victoria,2022-06-08,4367
Visitor Entry ( Security) State Library Victoria,2022-06-09,4187
Visitor Entry ( Security) State Library Victoria,2022-06-10,4265
Visitor Entry ( Security) State Library Victoria,2022-06-11,5597
Visitor Entry ( Security) State Library Victoria,2022-06-12,5905
World of the book (Gallery) State Library Victoria,2022-06-06,0
World of the book (Gallery) State Library Victoria,2022-06-07,0
World of the book (Gallery) State Library Victoria,2022-06-08,0
World of the book (Gallery) State Library Victoria,2022-06-09,0
World of the book (Gallery) State Library Victoria,2022-06-10,0
World of the book (Gallery) State Library Victoria,2022-06-11,0
World of the book (Gallery) State Library Victoria,2022-06-12,0
Zone -  Entry 1 + RBRR (E)+ HH State Library Victoria,2022-06-06,3993
Zone -  Entry 1 + RBRR (E)+ HH State Library Victoria,2022-06-07,4006
Zone -  Entry 1 + RBRR (E)+ HH State Library Victoria,2022-06-08,4099
Zone -  Entry 1 + RBRR (E)+ HH State Library Victoria,2022-06-09,4029
Zone -  Entry 1 + RBRR (E)+ HH State Library Victoria,2022-06-10,4112
Zone -  Entry 1 + RBRR (E)+ HH State Library Victoria,2022-06-11,5179
Zone -  Entry 1 + RBRR (E)+ HH State Library Victoria,2022-06-12,5543
Zone - All External Entries to Building Adult State Library Victoria,2022-06-06,4168
Zone - All External Entries to Building Adult State Library Victoria,2022-06-07,4136
Zone - All External Entries to Building Adult State Library Victoria,2022-06-08,4537
Zone - All External Entries to Building Adult State Library Victoria,2022-06-09,4382
Zone - All External Entries to Building Adult State Library Victoria,2022-06-10,4564
Zone - All External Entries to Building Adult State Library Victoria,2022-06-11,5588
Zone - All External Entries to Building Adult State Library Victoria,2022-06-12,5763
Zone - All External Entries to Building All State Library Victoria,2022-06-06,4298
Zone - All External Entries to Building All State Library Victoria,2022-06-07,4359
Zone - All External Entries to Building All State Library Victoria,2022-06-08,4728
Zone - All External Entries to Building All State Library Victoria,2022-06-09,4613
Zone - All External Entries to Building All State Library Victoria,2022-06-10,4777
Zone - All External Entries to Building All State Library Victoria,2022-06-11,5796
Zone - All External Entries to Building All State Library Victoria,2022-06-12,6036
Zone - All External Entries to Building Child State Library Victoria,2022-06-06,130
Zone - All External Entries to Building Child State Library Victoria,2022-06-07,223
Zone - All External Entries to Building Child State Library Victoria,2022-06-08,191
Zone - All External Entries to Building Child State Library Victoria,2022-06-09,231
Zone - All External Entries to Building Child State Library Victoria,2022-06-10,213
Zone - All External Entries to Building Child State Library Victoria,2022-06-11,208
